,Validation Predicted
2599,643201.6818790033
2600,1247842.9608248651
2601,490611.8800400813
2602,489303.9865907529
2603,489303.9865907529
2604,934635.3894105749
2605,324552.47597020474
2606,1244937.9520780742
2607,631612.223512156
2608,992068.7252289257
2609,517713.35923858976
2610,89004.15317935702
2611,954822.5102484626
2612,489303.9865907529
2613,1109383.783784322
2614,1053544.3898890493
2615,411384.57616355614
2616,1662150.6557263942
2617,603175.0635940618
2618,325122.3959453882
2619,583688.1954610633
2620,1249667.9223491577
2621,598562.1421063824
2622,519217.18074642064
2623,1108442.654784957
2624,230399.45718086127
2625,674335.1124095684
2626,639250.7696521488
2627,1057765.6762088826
2628,455626.6531926668
2629,944033.1968808866
2630,667155.1522420793
2631,954822.5102484626
2632,365950.0627184551
2633,343389.50648899487
2634,1800339.8592896438
2635,92724.82994885782
2636,259866.5416170064
2637,489303.9865907529
2638,1838933.7317636479
2639,497255.5845103
2640,269132.768628799
2641,1376676.1423817573
2642,640077.4083767259
2643,1665506.37934161
2644,113230.37728092287
2645,1145089.7552116648
2646,1859690.4553857034
2647,659444.1366047672
2648,306880.7378085384
2649,327542.90379276965
2650,778252.2611327096
2651,952223.9879347337
2652,95470.33294267832
2653,1124797.6890195638
2654,1860573.7562242642
2655,1186018.5802880498
2656,338180.2967633776
2657,359865.6334930934
2658,320772.2492408371
2659,433431.6739648711
2660,663779.3323540252
2661,642565.7756236087
2662,448810.6056865619
2663,813833.7298041307
2664,514133.48962802085
2665,320971.83684933325
2666,399620.5146613128
2667,1164188.2448960603
2668,448810.6056865619
2669,400549.82343572273
2670,1021102.8405755913
2671,400549.82343572273
2672,78139.69487279054
2673,1270357.9042218754
2674,1204386.7837959335
2675,358176.37065657653
2676,335623.26483214647
2677,1025218.9018822141
2678,1243657.1516888794
2679,1036678.4868252677
2680,1245240.2310950868
2681,97606.68935132078
2682,489303.9865907529
2683,963495.7307437713
2684,399620.5146613128
2685,1315909.7222222222
2686,402129.0211096302
2687,354592.31415759365
2688,1452102.6893482567
2689,296884.74927285104
2690,489303.9865907529
2691,398609.9779766888
2692,1815819.6348823763
2693,1321022.2222222222
2694,111846.01650718824
2695,1450040.6724855446
2696,406847.76340301463
2697,297504.14252275374
2698,578704.7636051596
2699,629696.2610589324
2700,1319348.800222172
2701,1511622.4126111367
2702,1185292.9500017713
2703,103008.33930945065
2704,2217167.6542638703
2705,1824118.0796809248
2706,1043091.8581157731
2707,784158.8201757357
2708,793725.4075635038
2709,325838.36257013323
2710,944033.1968808866
2711,131600.0297632051
2712,499298.4337599057
2713,336157.3339199884
2714,909615.6401085843
2715,504736.45361894404
2716,332604.74015894125
2717,1581738.7380473143
2718,1443382.113252342
2719,365453.8640314668
2720,585341.5972226444
2721,404118.12540478364
2722,504190.5720751849
2723,1026111.6249198158
2724,487019.42928579985
2725,438935.6262319426
2726,461976.02488702774
2727,1307521.972744093
2728,726275.9737204288
2729,420546.4256992621
2730,952223.9879347337
2731,950680.3127527818
2732,528538.5357893906
2733,979752.2488023869
2734,403175.1349989913
2735,457629.27814766316
2736,94349.27291342185
2737,694457.897391258
2738,400549.82343572273
2739,1089548.6799730645
2740,650283.4300552872
2741,831917.5326595127
2742,1156326.870036546
2743,90674.30463003565
2744,504190.5720751849
2745,313972.7395826312
2746,1148455.9249049549
2747,472615.578353842
2748,325400.9007417077
2749,290455.56916313095
2750,258292.0001380464
2751,489303.9865907529
2752,1168186.692376244
2753,971241.5983406045
2754,407437.0536576368
2755,326459.4389070248
2756,298688.72358846647
2757,489303.9865907529
2758,1410588.5117558604
2759,769849.3028296947
2760,424643.1465042677
2761,1092031.1186466713
2762,457456.5079180564
2763,533456.8645379803
2764,94220.98030416966
2765,586335.6583656851
2766,489303.9865907529
2767,1030791.9826231017
2768,356485.6951233804
2769,1096697.8674338001
2770,569838.9240200775
2771,382313.1295750505
2772,329462.0027792042
2773,308461.10108020046
2774,489303.9865907529
2775,325838.36257013323
2776,148748.3816380539
2777,396217.40683586797
2778,954822.5102484626
2779,883321.1417404697
2780,93032.54153153262
2781,709197.8710166782
2782,871800.7335192455
2783,320534.15422929643
2784,952223.9879347337
2785,942489.5216989346
2786,448532.1459786655
2787,434841.2072742524
2788,504190.5720751849
2789,567152.5366441784
2790,538226.7647176024
2791,444361.8949911892
2792,687056.596842268
2793,907543.6351202448
2794,482709.8779517463
2795,490541.8407807602
2796,1360743.674471864
2797,281542.5831780356
2798,451693.9296861235
2799,489303.9865907529
2800,188013.60581622284
2801,402129.0211096302
2802,518050.8614865836
2803,324109.18910732475
2804,1252652.7877975698
2805,782916.2265297103
2806,339492.42228181026
2807,490611.8800400813
2808,477544.14480843616
2809,451223.6466428951
2810,312635.41058997676
2811,696034.915478546
2812,470774.466771434
2813,601345.0989205713
2814,707605.1274173724
2815,394729.0769368772
2816,640258.7404880275
2817,310546.2133911672
2818,345858.267669518
2819,1656479.6435032664
2820,489303.9865907529
2821,104552.24733101638
2822,857538.4534781852
2823,981880.2113203668
2824,651531.1028587903
2825,1222842.7053261108
2826,405670.95700357156
2827,408888.77845164784
2828,323605.5916686103
2829,466205.40960282006
2830,1997117.0033962233
2831,196402.66159461808
2832,388032.9816680737
2833,1177114.2938017272
2834,880838.6529846896
2835,1872128.3076365981
2836,456675.41961389297
2837,1099156.773568335
2838,324109.18910732475
2839,707916.8791709052
2840,464297.72003709944
2841,1872671.5827944393
2842,1659896.1536419338
2843,447154.973535936
2844,489303.9865907529
2845,953278.8350665106
2846,376348.44539973227
2847,489303.9865907529
2848,466205.40960282006
2849,1207894.4636124417
2850,292288.13642683404
2851,898227.1126044275
2852,993161.7230695273
2853,750327.1066472585
2854,369818.7653328599
2855,813398.1840507558
2856,570471.780773546
2857,613458.6241006082
2858,320534.15422929643
2859,254302.496021473
2860,432813.8156948134
2861,1166734.6701502057
2862,613070.2282665267
2863,116361.98412407562
2864,322985.1699723348
2865,316168.8547965604
2866,782782.8386563368
2867,321106.69384492456
2868,1656046.234929414
2869,220678.820658501
2870,1694533.8928568445
2871,827343.5256865566
2872,140934.74062165583
2873,1570153.3878277796
2874,361475.6742005255
2875,442411.1939492832
2876,267684.1622639191
2877,124576.24759386525
2878,1647659.4472285367
2879,407007.5363672015
2880,851907.4867650409
2881,405615.58232465433
2882,135524.90759930408
2883,995614.3668087757
2884,1102200.0
2885,1093669.648092761
2886,1137428.199163692
2887,464396.4506060824
2888,1103124.9471978056
2889,241375.6558825776
2890,942489.5216989346
2891,336916.7747253783
2892,449478.0198920134
2893,1119141.7968314602
2894,428145.52575090394
2895,195164.23906335657
2896,765222.4224021478
2897,952223.9879347337
2898,352632.5435774505
2899,1739410.4892785386
2900,112115.57824544262
2901,1190064.7286362012
2902,590499.3541364986
2903,1750680.0963140607
2904,1448860.3109667613
2905,489303.9865907529
2906,499768.5483181626
2907,1236309.6072400985
2908,638162.3551388808
2909,321869.37136859895
2910,919800.0
2911,1850963.3174988115
2912,519308.4670456799
2913,647987.1290114991
2914,336579.47412973805
2915,401209.837903489
2916,650391.2618520326
2917,559352.143065355
2918,546112.0136461478
2919,400549.82343572273
2920,952223.9879347337
2921,1957018.4712957228
2922,322618.5016614121
2923,703987.0575024572
2924,995614.3668087757
2925,489303.9865907529
2926,489303.9865907529
2927,1158559.3007566456
2928,1176378.7327748453
2929,321631.27635705826
2930,954822.5102484626
2931,1151057.746670092
2932,1322115.6063125175
2933,635473.5458123689
2934,589362.1520120881
2935,131350.2790882277
2936,571506.9151446654
2937,1451312.4412644142
2938,193061.41341768403
2939,944033.1968808866
2940,220777.2934382547
2941,527281.5372911849
2942,403314.78677225875
2943,320534.15422929643
2944,1428499.7551851904
2945,489303.9865907529
2946,326663.10925758834
2947,993498.9060652992
2948,305212.28383991687
2949,167028.61395524384
2950,336510.1048233474
2951,1886132.7927811656
2952,871331.8193058809
2953,408044.1331146181
2954,485417.05078906147
2955,964409.5065566184
2956,998272.1020531065
2957,1161140.3034477776
2958,1197052.200406764
2959,402129.0211096302
2960,995614.3668087757
2961,407490.0000671468
2962,394541.2330280097
2963,375915.4623249951
2964,445835.5812427534
2965,567412.2147082337
2966,143813.82886406058
2967,676530.6486731737
2968,514710.88150453055
2969,862876.5255372662
2970,1597846.0530846077
2971,404171.13569647266
2972,1332356.5721342752
2973,954822.5102484626
2974,1188686.2864910918
2975,953278.8350665106
2976,351251.61247251445
2977,1787361.7787668973
2978,835489.5770079638
2979,530744.3587846771
2980,596514.3254915386
2981,430906.1261290927
2982,1706777.8828572598
2983,1820767.176227925
2984,315300.21672763093
2985,1234553.0866593067
2986,711108.5664816678
2987,369286.7536398603
2988,900046.0646637434
2989,1174002.3904891536
2990,739678.6301369864
2991,452489.6503891639
2992,501928.56169995555
2993,360387.7973845412
2994,489303.9865907529
2995,745830.5632062942
2996,380423.02566993533
2997,608176.3951303373
2998,586389.4103259944
2999,346313.25519792835
3000,1060150.4076991675
3001,359832.56845633494
3002,402129.0211096302
3003,550042.7678739459
3004,577729.2624661841
3005,309891.24323359446
3006,325838.36257013323
3007,324981.02797717927
3008,323281.5283373555
3009,372061.43926057493
3010,419910.19798794034
3011,1650096.2195113057
3012,1394419.969368557
3013,390038.24484155787
3014,351686.3003779411
3015,781094.3587190269
3016,1033049.9424871899
3017,307462.31317581754
3018,1538951.622285121
3019,1192422.425915946
3020,694817.9849063708
3021,1862203.6954405056
3022,475292.14463982574
3023,438714.81159185886
3024,530018.1568550726
3025,2100656.532245155
3026,531436.400075439
3027,954822.5102484626
3028,869463.5311762718
3029,149176.11218693163
3030,1606206.0663199523
3031,432813.8156948134
3032,1250569.7357409033
3033,476841.1371923507
3034,942489.5216989346
3035,161414.24383340828
3036,637874.0354808328
3037,714425.0548415858
3038,954822.5102484626
3039,958328.0337526709
3040,357098.5858756596
3041,1319780.0
3042,1076625.6112241165
3043,517606.6474958192
3044,1551505.8646921632
3045,451455.23311317613
3046,648379.2908646676
3047,623436.7895801938
3048,489303.9865907529
3049,1170307.9160082657
3050,355591.9228173311
3051,1204428.5348429545
3052,325838.36257013323
3053,517809.61392477574
3054,1153781.4216438658
3055,950680.3127527818
3056,332058.5996552462
3057,954822.5102484626
3058,1026506.3851323196
3059,343889.63595165766
3060,1201548.3831623408
3061,1094962.6728440342
3062,926459.7529744335
3063,1665220.3334804415
3064,400960.19014770625
3065,727456.4448969926
3066,397100.2047405863
3067,478981.6843474668
3068,322694.6156178144
3069,1106759.9318905394
3070,608781.2236915823
3071,388051.21064534405
3072,403528.2276333661
3073,453675.84541913413
3074,634669.2365757553
3075,1651599.6185382155
3076,952223.9879347337
3077,1006463.2367163389
3078,1455251.7605284825
3079,1401196.4277406908
3080,1003197.883216626
3081,952223.9879347337
3082,1669356.6631702932
3083,232594.92009180927
3084,560376.0127545852
3085,1206022.053862699
3086,451423.9789504062
3087,446412.9073651407
3088,682260.314405683
3089,489303.9865907529
3090,1043353.3681833441
3091,888011.2324772882
3092,131415.30145959233
3093,1088245.424433254
3094,1208149.8066907236
3095,691831.2893374042
3096,398973.25246690906
3097,954822.5102484626
3098,586893.459843677
3099,1698844.103244823
3100,497536.8645167426
3101,516280.97722698434
3102,489303.9865907529
3103,1857241.413673732
3104,97487.5509512049
3105,562762.248112002
3106,432462.800367456
3107,601757.8929498888
3108,1107113.8200298657
3109,104231.99424248835
3110,356485.6951233804
3111,854388.6432370606
3112,312578.790642831
3113,652234.5785765984
3114,410667.7620649634
3115,691220.7273247868
3116,383181.271767707
3117,725599.0639170167
3118,483579.0230490685
3119,1158757.3683558535
3120,321631.27635705826
3121,710944.650912019
3122,456501.3134674437
3123,1614095.5505639242
3124,1667105.3205246418
3125,1074670.2927612967
3126,470366.75045452156
3127,638444.9028181903
3128,453328.76091717853
3129,297440.86378287314
3130,1673515.8631943974
3131,96633.50236072532
3132,950680.3127527818
3133,395348.27633428836
3134,321539.27028112
3135,388824.5623051974
3136,272949.79552224034
3137,510156.54098280997
3138,457464.9978122512
3139,952223.9879347337
3140,340773.37020694395
3141,114158.02434981776
3142,312578.790642831
3143,324933.9357947798
3144,146077.102785137
3145,942489.5216989346
3146,2075243.63713546
3147,319373.69328924007
3148,658959.0023052614
3149,798857.2984782803
3150,194522.113997391
3151,1846804.6164229962
3152,355099.88342482934
3153,703987.0575024572
3154,480796.40627268597
3155,489303.9865907529
3156,1807709.8424240523
3157,516708.3141624859
3158,900370.0449168648
3159,281802.96082478913
3160,367587.58872069954
3161,521249.9465763757
3162,813465.2786720915
3163,75726.94932354828
3164,1696132.1347783539
3165,1242397.6337679047
3166,944033.1968808866
3167,2106067.0212194095
3168,533842.911464703
3169,489303.9865907529
3170,1189143.8772176972
3171,738889.4999993965
3172,489303.9865907529
3173,327542.90379276965
3174,952223.9879347337
3175,489303.9865907529
3176,405001.24712252227
3177,140558.32034524434
3178,954822.5102484626
3179,126858.74822857695
3180,1194329.0901323422
3181,995614.3668087757
3182,320887.92155963485
3183,1723634.1542784409
3184,952223.9879347337
3185,611387.3765901853
3186,1834751.6323985427
3187,578328.4611309344
3188,494523.5277757282
3189,350986.36455847777
3190,355880.494315245
3191,1982770.0391519687
3192,524952.2352963493
3193,1001409.3653861717
3194,942489.5216989346
3195,171131.10955212568
3196,509147.30269270786
3197,308500.7446278987
3198,682598.5148241989
3199,1145687.2510035487
3200,883538.6167299289
3201,411841.9298005753
3202,1811390.1669982164
3203,378668.93837525166
3204,323657.77555662656
3205,142555.20708640644
3206,954822.5102484626
3207,659866.9742461822
3208,1024739.550470497
3209,449870.54267388803
3210,428824.8938886334
3211,1438293.3932134795
3212,400549.82343572273
3213,189092.68213091893
3214,320139.4631469834
3215,628805.6868378164
3216,323605.5916686103
3217,415129.4987033078
3218,1576037.712703727
3219,1867577.2080811763
3220,687082.7495466833
3221,402268.57311896025
3222,316129.3654518035
3223,133362.25596660344
3224,809208.4490593042
3225,197772.54041498323
3226,397127.36852160154
3227,418233.32044318446
3228,312578.790642831
3229,952223.9879347337
3230,971373.0566420525
3231,1116034.7980660852
3232,393690.62553742883
3233,426241.01427909354
3234,1596839.0492633514
3235,530255.9826257353
3236,617634.6690698973
3237,233704.44002790435
3238,972103.9928881208
3239,2082672.5962777832
3240,329492.6795141482
3241,211842.94415969064
3242,435539.2640117414
3243,392687.73229904653
3244,1585430.4179768637
3245,1145879.6011109445
3246,863741.7077744745
3247,988597.1291155322
3248,988597.1291155322
3249,472571.34724969714
3250,1055976.4160319564
3251,356485.6951233804
3252,909410.0776871709
3253,888853.3861354737
3254,494812.0491244241
3255,757172.1526497774
3256,452339.61896657967
3257,512875.17061424314
3258,675169.3783811321
3259,1891019.3479290965
3260,489303.9865907529
3261,1750280.9792573012
3262,454745.3968370892
3263,323414.34331805154
3264,92542.04336817304
3265,329650.58782112505
3266,1130260.800167365
3267,1039101.1602976796
3268,952223.9879347337
3269,867040.4005942931
3270,504190.5720751849
3271,800384.8380026796
3272,269695.5040279521
3273,1570821.5157285628
3274,637213.5839137291
3275,1675422.7684441567
3276,432813.8156948134
3277,615303.6231343278
3278,325838.36257013323
3279,954822.5102484626
3280,569422.9619524652
3281,1346472.2224579477
3282,1887153.7140694028
3283,703987.0575024572
3284,942489.5216989346
3285,2134509.7184972116
3286,866975.1572909519
3287,1777140.2848567874
3288,954822.5102484626
3289,950680.3127527818
3290,1796628.991253272
3291,1779752.6254708078
3292,586499.2920880474
3293,489303.9865907529
3294,1836216.195326413
3295,336579.47412973805
3296,1025304.8444558047
3297,327814.3883864718
3298,1052011.716093915
3299,120850.56337080264
3300,805383.0936035359
3301,356590.2442124971
3302,1881987.2428670055
3303,400549.82343572273
3304,952223.9879347337
3305,2048189.3462114928
3306,171793.37494398467
3307,1618046.2710130354
3308,954822.5102484626
3309,952223.9879347337
3310,651644.7902757181
3311,391076.2724178261
3312,396482.84454337455
3313,992735.6978101466
3314,318738.50207495416
3315,1112986.2709311964
3316,604342.4708490432
3317,1390014.857852323
3318,457760.9324970229
3319,325478.42639642255
3320,331579.21352105023
3321,479897.28056396416
3322,2026677.131702855
3323,910400.7940611797
3324,1599046.8717261658
3325,117251.53757238534
3326,1360039.4736842106
3327,853397.7661599815
3328,338979.3967494329
3329,400549.82343572273
3330,736216.5166105335
3331,319674.34801162616
3332,353144.7142770772
3333,965414.6337828815
3334,406304.85970473423
3335,179117.774554161
3336,1142325.0
3337,305438.1384357764
3338,324109.18910732475
3339,337816.29112774535
3340,402129.0211096302
3341,975119.2678274098
3342,437393.31337738404
3343,320971.83684933325
3344,944033.1968808866
3345,538395.9559357655
3346,420410.6146374856
3347,1220684.6379242716
3348,703987.0575024572
3349,1085787.327024155
3350,1403468.4245967353
3351,703040.7036828903
3352,315244.62991628895
3353,489303.9865907529
3354,794905.4147553858
3355,490343.9752554494
3356,504190.5720751849
3357,396718.00702135696
3358,330350.5147705701
3359,433784.85248122236
3360,1181589.255629897
3361,596336.8755525625
3362,1340007.7223832174
3363,448810.6056865619
3364,642273.1352798166
3365,489303.9865907529
3366,367382.08214368724
3367,2068111.7895052377
3368,1105434.7889437752
3369,1142913.7735825442
3370,128794.79192304853
3371,298478.1122442506
3372,504190.5720751849
3373,623499.549398425
3374,703073.9941443935
3375,1404059.722222222
3376,991654.6208688287
3377,1197126.0096751265
3378,327542.90379276965
3379,1144345.0230774526
3380,448737.84695948457
3381,351311.7052286874
3382,1004741.5583985779
3383,1103160.0609843666
3384,954822.5102484626
3385,1815428.404505482
3386,466785.2949740193
3387,1304235.0702191738
3388,813605.9824525362
3389,587499.647947243
3390,739928.0490855005
3391,145647.73680260155
3392,427317.52578731684
3393,466143.53373339196
3394,487253.0468767501
3395,1622789.4454880431
3396,504190.5720751849
3397,310155.4633830179
3398,1137851.1763437137
3399,778753.5677137375
3400,326559.1249174417
3401,658044.5384297337
3402,1263874.4983797336
3403,1059990.8740298075
3404,950680.3127527818
3405,594763.6249965763
3406,1323139.3405822255
3407,843522.3669251163
3408,1121186.9730806402
3409,1183642.9152422927
3410,1256510.5403066524
3411,447212.737911736
3412,1574021.476537179
3413,327542.90379276965
3414,1478288.746647573
3415,646082.4569265086
3416,944033.1968808866
3417,704025.883976293
3418,511877.04018818977
3419,399620.5146613128
3420,780606.1044731133
3421,1088082.400568698
3422,389518.80898128287
3423,456174.56687088066
3424,497490.302897377
3425,1180736.3582307072
3426,706747.6630886709
3427,1384004.470879581
3428,504190.5720751849
3429,400549.82343572273
3430,262826.7808706425
3431,954822.5102484626
3432,322403.73625347513
3433,473627.94310693274
3434,695013.6283955774
3435,317609.6513889664
3436,950680.3127527818
3437,362918.2068228475
3438,332332.0684819955
3439,1155235.0375985904
3440,952223.9879347337
3441,1027965.7541690713
3442,522126.38410140073
3443,891238.4529132514
3444,911070.4294756466
3445,552801.343508647
3446,715272.4719433014
3447,866790.1839342745
3448,93961.58822281075
3449,184022.93545031175
3450,382313.1295750505
3451,455008.399762028
3452,1058745.6680414258
3453,1180750.158130471
3454,325838.36257013323
3455,400822.77161339263
3456,345189.02881883236
3457,1418263.158894047
3458,453082.7938712586
3459,366938.56852693745
3460,489303.9865907529
3461,701650.0929089738
3462,489303.9865907529
3463,705111.9472612866
3464,402129.0211096302
3465,402129.0211096302
3466,626967.5747639323
3467,1778186.7243189607
3468,481318.97222226486
3469,350364.5187035669
3470,272563.6656940958
3471,312578.790642831
3472,489303.9865907529
3473,855706.2739834036
3474,689214.721749382
3475,316520.9745054578
3476,1063714.8006164466
3477,147471.041496826
3478,335140.8921007692
3479,428565.2170925982
3480,820998.2811549858
3481,2116088.979775445
3482,265454.06068720116
3483,1561464.7820124212
3484,489303.9865907529
3485,744177.1988085987
3486,1931688.353923784
3487,109370.0621652959
3488,132326.6578362251
3489,606309.313159108
3490,1069872.2427967198
3491,487396.2970250323
3492,1020763.7596671868
3493,351939.4578838119
3494,762526.7663733293
3495,947106.9838073034
3496,736611.8760674738
3497,560372.678024902
3498,632229.734930026
3499,493215.63432639977
3500,304825.44746321836
3501,246336.92609970484
3502,1348748.8013399148
3503,443541.9056998962
3504,399620.5146613128
3505,1479073.2790104127
3506,105708.84771750243
3507,1191750.6400990663
3508,944033.1968808866
3509,846089.4749174822
3510,447587.00191237597
3511,489303.9865907529
3512,320971.83684933325
3513,1150348.6288650618
3514,312578.790642831
3515,325838.36257013323
3516,340773.37020694395
3517,138604.97056374841
3518,548136.7764163838
3519,1743558.1073782318
3520,1576565.8235646824
3521,585595.9801171658
3522,417817.1387196925
3523,981818.1996315081
3524,489303.9865907529
3525,1225412.6671818085
3526,514144.75491298514
3527,954822.5102484626
3528,1207304.840406945
3529,985679.6681337798
3530,1295673.1983833523
3531,489303.9865907529
3532,371600.5730138932
3533,191410.53658781055
3534,687387.4479287773
3535,410369.2277750365
3536,312578.790642831
3537,489303.9865907529
3538,489303.9865907529
3539,451455.23311317613
3540,381104.5485994851
3541,988597.1291155322
3542,376600.11734722793
3543,2024182.865079365
3544,488899.79371444834
3545,568647.2127663677
3546,976380.0
3547,323449.74959959975
3548,419541.8668626863
3549,187204.24702129606
3550,340773.37020694395
3551,512939.98205282516
3552,1753443.8800552129
3553,391243.28567086486
3554,454572.74304458196
3555,1172253.9109819196
3556,954822.5102484626
3557,1217034.0496261409
3558,1425175.2831928036
3559,95099.75180673611
3560,1917354.8840264347
3561,508397.87168845674
3562,769684.3984576139
3563,382381.0357847648
3564,795448.5582498949
3565,1185229.682489754
3566,179531.82697421388
3567,1147945.060792883
3568,1453050.2089738804
3569,474868.66556203156
3570,1393703.7571576806
3571,506580.1284083325
3572,587740.9928941831
3573,952223.9879347337
3574,675818.6274141291
3575,342889.8250972874
3576,500753.3888134877
3577,890277.1325257313
3578,351686.3003779411
3579,1069945.8838458823
3580,325838.36257013323
3581,123285.9325826441
3582,939933.5260910111
3583,953278.8350665106
3584,606013.472993848
3585,489303.9865907529
3586,512583.7594115524
3587,840948.2642327871
3588,818345.3373805349
3589,533135.0868058556
3590,578388.6549448657
3591,424318.80989374267
3592,953278.8350665106
3593,477551.91408510687
3594,472000.4128530254
3595,388955.3201042775
3596,329059.95772546367
3597,434138.72258925525
3598,783934.2174592866
3599,598438.0727115578
3600,90333.2368588731
3601,400549.82343572273
3602,758560.4795403859
3603,404925.27976816177
3604,988597.1291155322
3605,149007.14738719442
3606,457939.78426218504
3607,205162.0769343057
3608,586499.2920880474
3609,384295.0284199441
3610,312578.790642831
3611,1613583.71120175
3612,218714.7328071785
3613,304080.7027441172
3614,453404.2066985792
3615,545788.0953782834
3616,671106.1264247231
3617,351686.3003779411
3618,1221912.1942325397
3619,981481.9869901648
3620,2141759.7117350833
3621,971082.0453126911
3622,491254.1505021491
3623,653437.3563732519
3624,560197.5361550192
3625,548428.6474830803
3626,478685.5846205165
3627,452697.51329232595
3628,1475044.360001295
3629,1974191.9012080058
3630,1242408.28120771
3631,444294.4282549586
3632,106593.31770879544
3633,1137434.9601815743
3634,489303.9865907529
3635,489303.9865907529
3636,448810.6056865619
3637,1189940.438983015
3638,332334.93017981556
3639,496117.1427799304
3640,488158.339307049
3641,1025435.524373069
3642,489303.9865907529
3643,138248.41981629378
3644,954822.5102484626
3645,1134383.6979361637
3646,321631.27635705826
3647,94716.88428738154
3648,332480.1002656989
3649,1513971.6625293947
3650,489303.9865907529
3651,409233.06432016904
3652,138906.85507827243
3653,278840.98727697687
3654,889048.756272655
3655,1203164.066250812
3656,1004741.5583985779
3657,623035.6162690457
3658,658963.2327777481
3659,1444965.4553635458
3660,606160.0249424535
3661,614135.7543419136
3662,96111.84296965245
3663,646790.468180402
3664,1003197.883216626
3665,954822.5102484626
3666,584669.7989758978
3667,313972.7395826312
3668,281915.8095594972
3669,261139.98386035266
3670,628688.317982442
3671,321631.27635705826
3672,1387726.525726806
3673,527933.6729978487
3674,504190.5720751849
3675,784728.9667066302
3676,944033.1968808866
3677,571519.5261546324
3678,666762.4521614256
3679,1001320.4720718891
3680,1586698.2490697496
3681,649118.2882650928
3682,94072.9399277641
3683,684139.5244858192
3684,1023300.2973906532
3685,95170.18991285784
3686,316539.0471876905
3687,593277.3746840645
3688,952223.9879347337
3689,178305.20931095048
3690,344257.36431885004
3691,507363.9820595528
3692,418266.6862006217
3693,1366198.1015645936
3694,1379542.8333697682
3695,324109.18910732475
3696,888315.2755034241
3697,112050.066477803
3698,1090654.7669377113
3699,1377326.6478367841
3700,489457.6612613329
3701,323449.74959959975
3702,455326.89592485165
3703,944033.1968808866
3704,98163.36440462235
3705,356485.6951233804
3706,1158218.8256222382
3707,402129.0211096302
3708,1169777.854991789
3709,608244.9133294565
3710,1795800.5757721544
3711,952223.9879347337
3712,469378.819587188
3713,359198.435329037
3714,950680.3127527818
3715,2027664.5710324422
3716,437010.90252733714
3717,485567.05524766207
3718,1211900.0
3719,600253.142420567
3720,92605.36665965039
3721,641820.0409643975
3722,639921.1798907437
3723,321631.27635705826
3724,1067844.1945274326
3725,1300678.771185945
3726,475864.0842150902
3727,521979.02467623877
3728,441534.004893417
3729,1837290.7303646705
3730,489303.9865907529
3731,383181.271767707
3732,516993.23861704906
3733,471599.7994144163
3734,321747.4078149164
3735,986103.1282367024
3736,502544.97314817103
3737,317582.5963113441
3738,315746.26955569105
3739,1706923.1490524712
3740,346486.2319463133
3741,456174.56687088066
3742,944033.1968808866
3743,897400.0
3744,400549.82343572273
3745,398494.0164732523
3746,604120.4985495355
3747,1631101.2703629888
3748,1191156.174154378
3749,504624.9733239688
3750,944033.1968808866
3751,320772.2492408371
3752,1118216.7489226824
3753,489303.9865907529
3754,400822.77161339263
3755,392610.3794211996
3756,356355.6644950908
3757,489303.9865907529
3758,942489.5216989346
3759,525683.4212645408
3760,489303.9865907529
3761,323995.58828461746
3762,108442.42399563848
3763,1248346.6466218017
3764,985679.6681337798
3765,522374.98082915245
3766,953278.8350665106
3767,312168.6690963522
3768,944033.1968808866
3769,489303.9865907529
3770,489303.9865907529
3771,399184.066622923
3772,375479.8317968164
3773,327542.90379276965
3774,1229173.5875466112
3775,401853.01035337715
3776,340466.50890737923
3777,713308.453555748
3778,1180487.0365958682
3779,317146.4757853266
3780,1050921.5557911105
3781,532353.7654447576
3782,324845.1610165186
3783,351686.3003779411
3784,507581.87999453244
3785,462572.89233110135
3786,495487.0617128436
3787,768487.3955534496
3788,1083813.979464068
3789,1404102.141946701
3790,489303.9865907529
3791,340773.37020694395
3792,459945.32629991154
3793,893232.9788414731
3794,322443.90854234697
3795,1426578.5502485281
3796,647762.1224668563
3797,1812563.4747535605
3798,100915.72789934259
3799,489303.9865907529
3800,94165.99022134393
3801,334773.88452333596
3802,535005.5649940763
3803,682477.4666806743
3804,598383.206989917
3805,248782.00102783847
3806,321869.37136859895
3807,489633.3407108726
3808,402129.0211096302
3809,551289.4070039614
3810,1200107.7014381432
3811,124750.90452218859
3812,1922166.1399810207
3813,1101154.3167155755
3814,315203.4982562644
3815,329489.4784338096
3816,1192350.7126256342
3817,790672.3915327915
3818,212779.9870246271
3819,380733.93190114305
3820,1352792.7111569643
3821,320534.15422929643
3822,592004.3155569268
3823,84586.54424702855
3824,1238233.0309184375
3825,283138.45162610564
3826,1288824.4227994226
3827,325838.36257013323
3828,338374.63192341453
3829,1651552.125166809
3830,345225.4211961824
3831,476912.6508728641
3832,596825.5697703416
3833,1865579.3533208144
3834,886382.904798377
3835,134138.98083165113
3836,1140969.870662068
3837,295814.1102293361
3838,955570.5017215066
3839,489303.9865907529
3840,668238.7969685224
3841,327933.2176157204
3842,898227.1126044275
3843,287411.85936978116
3844,1811030.8454003902
3845,1255313.5754815745
3846,93961.58822281075
3847,312578.790642831
3848,1071753.4013675903
3849,1093992.9913004444
3850,1020763.7596671868
3851,487080.494068687
3852,479334.03529600933
3853,1768436.4978042427
3854,1578937.430375537
3855,525608.533818165
3856,661930.0033520437
