,Validation Predicted
1343,378599.46396989824
1344,705422.6869182006
1345,331763.01141488855
1346,290582.497629484
1347,846408.4285008368
1348,513510.18941958324
1349,1872364.7456437824
1350,981281.9486578928
1351,88874.12698587721
1352,417666.0817921643
1353,952223.9879347337
1354,489303.9865907529
1355,493009.1115978992
1356,872618.7330702175
1357,1835244.2904395387
1358,493150.37564479915
1359,319874.7147215714
1360,561454.6517038007
1361,489303.9865907529
1362,735386.0034654164
1363,120850.56337080264
1364,307035.51014800626
1365,489303.9865907529
1366,321631.27635705826
1367,98154.68992789682
1368,327461.50416109373
1369,360693.19806902716
1370,338126.9488296693
1371,701918.822663122
1372,954822.5102484626
1373,97606.68935132078
1374,1443172.4876495139
1375,491850.04782121675
1376,1155848.4609527674
1377,321603.8074718504
1378,551252.6598193524
1379,343723.3201600455
1380,584604.2433400799
1381,1482575.9035419605
1382,489303.9865907529
1383,750663.5109212983
1384,562731.83441625
1385,585838.3289680197
1386,92448.9930745932
1387,329703.4466466216
1388,1281452.1129342583
1389,1376835.2915392262
1390,1337018.7809061583
1391,489303.9865907529
1392,1982046.0858870791
1393,1749642.7339765346
1394,944033.1968808866
1395,964447.9173383341
1396,331910.0754837924
1397,92337.64136963985
1398,700326.1689718106
1399,455066.6516642762
1400,402129.0211096302
1401,988597.1291155322
1402,478757.7371115114
1403,97198.95569512674
1404,1243705.7755372317
1405,633732.8327916285
1406,1235305.6888819176
1407,1150606.8628888223
1408,484879.9803451252
1409,365535.45749554725
1410,334535.4329842262
1411,482445.72708840476
1412,155197.8071387814
1413,1047330.2891933304
1414,1131944.0193703298
1415,1651179.204676046
1416,952223.9879347337
1417,364042.4740911672
1418,584555.7750165001
1419,360141.89434798225
1420,466205.40960282006
1421,274663.15902983886
1422,346890.5618802407
1423,357625.80841015914
1424,489303.9865907529
1425,402129.0211096302
1426,489303.9865907529
1427,535784.4065739496
1428,404893.984446166
1429,580767.4446671912
1430,634476.6394484037
1431,404893.984446166
1432,900124.4974673896
1433,655914.0663538231
1434,304339.77982744196
1435,278185.76337862504
1436,298560.851476698
1437,1180710.594549655
1438,770472.657790309
1439,436899.36401436967
1440,326440.90516158007
1441,1274780.5570542512
1442,449072.0478060549
1443,497583.785292611
1444,427506.9397293755
1445,1272742.2081358451
1446,369166.7863946068
1447,132326.6578362251
1448,489303.9865907529
1449,1846470.4183730814
1450,489303.9865907529
1451,1974782.9069129582
1452,327206.0879892029
1453,825175.7382313034
1454,276931.9363405889
1455,425930.3628555993
1456,1640627.2376249032
1457,93961.58822281075
1458,944033.1968808866
1459,301128.62474642764
1460,93565.70238156157
1461,545207.6522768801
1462,950252.7173143055
1463,1243244.1593440531
1464,1491783.1720657262
1465,504190.5720751849
1466,378137.01472973125
1467,616539.262520746
1468,1810073.4923045554
1469,523161.3573613062
1470,1322471.3666025088
1471,659746.5445526828
1472,384568.7929530236
1473,184543.51317194835
1474,243080.9391982047
1475,489303.9865907529
1476,319874.7147215714
1477,489303.9865907529
1478,159425.40111199275
1479,88846.16512543843
1480,788263.1031010272
1481,315327.5458974894
1482,322789.35666141036
1483,1633325.8492911162
1484,969330.7373595311
1485,952223.9879347337
1486,1868385.8678847235
1487,1799555.809155819
1488,329796.1176282132
1489,316514.31624483323
1490,403269.77096263773
1491,1661998.2302145914
1492,719263.1437467027
1493,2083855.7912136803
1494,502304.37848651496
1495,887050.2154183764
1496,276987.9751048369
1497,313972.7395826312
1498,568144.2528708378
1499,504190.5720751849
1500,872631.9380279011
1501,1155581.5140477438
1502,1229331.407424828
1503,1644445.4889272486
1504,954822.5102484626
1505,675818.6274141291
1506,277342.8989584006
1507,360358.6260997796
1508,466314.5211413409
1509,455048.20022072695
1510,449325.212566087
1511,1007985.8735335725
1512,935073.0850911934
1513,1230741.0759511606
1514,377519.55837105535
1515,989588.6390063768
1516,954822.5102484626
1517,290931.0782204385
1518,1457400.6550613132
1519,504190.5720751849
1520,1892188.7502061864
1521,99953.89320248929
1522,321631.27635705826
1523,389481.2130018739
1524,898227.1126044275
1525,363542.59633948025
1526,320534.15422929643
1527,391243.28567086486
1528,1265959.3434343436
1529,132525.03043655978
1530,296639.63038473064
1531,954822.5102484626
1532,314037.21602660476
1533,954822.5102484626
1534,320772.2492408371
1535,324109.18910732475
1536,342065.1882298966
1537,954822.5102484626
1538,312445.3569003461
1539,1782827.8124505342
1540,1604584.6843505537
1541,324109.18910732475
1542,1360824.7125438934
1543,480072.9602541894
1544,577020.6749940006
1545,403314.78677225875
1546,324862.1806650942
1547,1441350.6186688417
1548,452897.60829687037
1549,749482.5675427115
1550,1495748.5359986993
1551,134683.86321085203
1552,319724.3260571093
1553,898227.1126044275
1554,489303.9865907529
1555,489303.9865907529
1556,466205.40960282006
1557,1698871.9058122346
1558,950680.3127527818
1559,321631.27635705826
1560,432813.8156948134
1561,656722.7912924206
1562,741269.5906702152
1563,328353.0868349037
1564,274874.4107413658
1565,756822.5502340704
1566,457490.994435357
1567,653660.2825712654
1568,1353020.2413551102
1569,114609.73400198127
1570,329401.8809227089
1571,1195940.2876361334
1572,320447.71026581863
1573,434419.6898940253
1574,978564.5260084124
1575,310258.9774098039
1576,185125.42616772893
1577,320534.15422929643
1578,1417616.1937333352
1579,490611.8800400813
1580,451742.8935995937
1581,364440.51498041657
1582,1213418.3473351637
1583,1320756.1130808813
1584,477274.4746916469
1585,314738.46735591174
1586,568042.6919105756
1587,993161.7230695273
1588,467890.5733649225
1589,1015716.9127579236
1590,1788655.1121223695
1591,1888921.138270637
1592,574806.7921704237
1593,729490.9597468089
1594,1565258.918066518
1595,1414204.5485390564
1596,954822.5102484626
1597,1213615.4532788661
1598,450956.95484439307
1599,567138.1582257817
1600,2127876.2491962654
1601,466205.40960282006
1602,643299.4397732574
1603,547432.8876984123
1604,505498.4655245133
1605,809338.7180541722
1606,551879.5635194592
1607,1596192.9878612717
1608,944033.1968808866
1609,146942.78739980274
1610,316966.9626724545
1611,330911.7874913366
1612,330422.0978732314
1613,341906.00831330486
1614,460981.8150375504
1615,229863.0782637832
1616,327940.09223337827
1617,1471010.4145746224
1618,1169072.7835115285
1619,325838.36257013323
1620,944033.1968808866
1621,485458.1636362128
1622,417090.97708677384
1623,325178.9230624083
1624,952223.9879347337
1625,206027.64529837828
1626,996951.4109428173
1627,446412.9073651407
1628,1450603.4149753768
1629,1375135.7970659668
1630,1018822.6005074743
1631,355970.7959105885
1632,273964.7116824504
1633,1600855.2256103037
1634,1809546.1389036158
1635,1266933.8246456524
1636,1332063.5238069256
1637,1152906.8195149603
1638,502787.23094677186
1639,979920.2667756064
1640,1205756.223628692
1641,1167084.4281071166
1642,375678.42047697084
1643,944033.1968808866
1644,583885.7272313355
1645,964447.9173383341
1646,330350.5147705701
1647,328344.6373060437
1648,1266025.3242983003
1649,325838.36257013323
1650,644167.1514210695
1651,489303.9865907529
1652,321508.8753308083
1653,691022.0367947946
1654,1081937.0240812197
1655,104349.21700194247
1656,1157295.6297632703
1657,952223.9879347337
1658,952223.9879347337
1659,483706.5144928117
1660,1163871.6666666667
1661,581125.8468742444
1662,751804.0667890373
1663,582063.7939736972
1664,459019.1886892832
1665,163037.84149652135
1666,335649.91127594875
1667,1159707.4714951457
1668,581227.7369367159
1669,272178.97021061525
1670,1091302.7376760563
1671,400549.82343572273
1672,478769.2336416576
1673,714227.7599083419
1674,1434439.1162749482
1675,460942.07854705857
1676,2015696.5654320493
1677,412614.17626148654
1678,356738.9985345882
1679,351686.3003779411
1680,1434586.251284492
1681,876288.2978279031
1682,489303.9865907529
1683,1633288.6789643215
1684,147471.041496826
1685,1434619.5765175128
1686,400549.82343572273
1687,403418.3349950535
1688,954022.7432501039
1689,121742.44570514272
1690,275498.038669217
1691,957593.2404313672
1692,307101.55009486707
1693,400549.82343572273
1694,1127612.5378762977
1695,731409.567625066
1696,400549.82343572273
1697,325838.36257013323
1698,1464173.380959714
1699,322784.18356519705
1700,1301871.559927492
1701,944033.1968808866
1702,639479.3638735879
1703,327542.90379276965
1704,674749.2477537602
1705,347208.12477622216
1706,1429724.8160548413
1707,489303.9865907529
1708,1494741.7774715608
1709,1049600.0
1710,57262.05270300965
1711,495639.3531338887
1712,691531.7019699033
1713,304943.70808259246
1714,1276716.2532760636
1715,371355.9018128456
1716,318765.1166905031
1717,386839.35133325146
1718,954822.5102484626
1719,506755.3148662655
1720,910431.4554971515
1721,504190.5720751849
1722,475117.1163757218
1723,319226.1633797665
1724,525733.4431399266
1725,1035701.184849383
1726,346070.4396254833
1727,1276726.3095338538
1728,1272034.8650092708
1729,954822.5102484626
1730,332995.5891776885
1731,1453456.8703716996
1732,1610526.9392941198
1733,400549.82343572273
1734,775137.0662459978
1735,852215.1858832036
1736,493215.63432639977
1737,360693.19806902716
1738,271905.6083311735
1739,1643900.8955084626
1740,1672485.681072195
1741,407286.3353170429
1742,921439.3695147234
1743,1677038.195803205
1744,131245.53414367323
1745,314302.2321610626
1746,106701.84628740953
1747,436226.9503467157
1748,682637.8614017824
1749,1133099.4672193346
1750,1334052.132449946
1751,944033.1968808866
1752,327992.2419980285
1753,392061.3014874078
1754,119583.20613898677
1755,447486.95606429054
1756,991556.4818013493
1757,489303.9865907529
1758,1327422.1148525572
1759,489303.9865907529
1760,744410.4123272166
1761,338662.71338403446
1762,644174.1351259891
1763,1174843.8672940067
1764,626342.8261672953
1765,663121.5046647136
1766,340773.37020694395
1767,489303.9865907529
1768,189092.68213091893
1769,253458.09676631767
1770,728380.3704004949
1771,950680.3127527818
1772,502094.88171394373
1773,988597.1291155322
1774,364289.31898897426
1775,1788916.2592488185
1776,294400.04305314575
1777,340773.37020694395
1778,708081.2003407665
1779,470639.4159961814
1780,730022.2222222222
1781,995907.9947130968
1782,944033.1968808866
1783,954822.5102484626
1784,321547.3610673598
1785,584398.0326852665
1786,702702.3695239184
1787,138719.76591654168
1788,355880.494315245
1789,474511.2900952667
1790,944033.1968808866
1791,592370.4115091927
1792,532773.1810874149
1793,1706642.8872102422
1794,944033.1968808866
1795,620539.0518749059
1796,321631.27635705826
1797,1956480.71276138
1798,428443.30180388584
1799,1474660.3950065596
1800,271116.7461317222
1801,582594.9079051766
1802,333566.48682017473
1803,494367.2097341041
1804,1442804.291598653
1805,505199.8049834387
1806,1310887.1680677764
1807,338213.6795665347
1808,118861.65593027438
1809,400549.82343572273
1810,489303.9865907529
1811,340426.81276538066
1812,1015665.4858837958
1813,1010223.7458183102
1814,531399.3508301807
1815,344231.0199160464
1816,741449.9023059687
1817,377863.38404758973
1818,191410.53658781055
1819,1015423.5324316785
1820,122179.68117237465
1821,505199.8049834387
1822,952223.9879347337
1823,314524.1264086828
1824,490596.26220198115
1825,340632.83410115726
1826,497593.08002048224
1827,447270.4617330312
1828,615584.2384752645
1829,490611.8800400813
1830,489303.9865907529
1831,1490227.098916675
1832,140149.59771195267
1833,504415.6260363156
1834,601716.0604288055
1835,429126.10580855154
1836,95416.54665141893
1837,1389282.7840894335
1838,842492.9889800784
1839,952223.9879347337
1840,1171024.5316426102
1841,327025.09928490606
1842,308500.7446278987
1843,667271.3000457627
1844,356068.5036045114
1845,403314.78677225875
1846,387982.55972874624
1847,713476.6705269436
1848,545588.0581475702
1849,1038163.9683256941
1850,505652.96543088957
1851,436598.0699711272
1852,1062654.5797167257
1853,986144.4853762839
1854,1626699.5582097536
1855,338210.4502380866
1856,1957644.3017713267
1857,489303.9865907529
1858,845796.7315260267
1859,1024743.4741119812
1860,954822.5102484626
1861,1515461.1247344504
1862,1133674.2766395072
1863,1072063.60363986
1864,482803.98768707906
1865,368188.0998586374
1866,987820.7052305914
1867,553238.2548262294
1868,120623.49097059583
1869,302440.7269109018
1870,345206.5483501487
1871,489303.9865907529
1872,254757.88088073424
1873,92337.64136963985
1874,718924.3244688952
1875,106198.59628208423
1876,500912.24176978634
1877,598178.7209996345
1878,651573.1348442474
1879,119962.56307444506
1880,1162550.5697094682
1881,346661.6966097832
1882,333999.47851945256
1883,402129.0211096302
1884,902641.1392490582
1885,395269.82321133616
1886,443694.7323711451
1887,1122607.332986963
1888,166923.41063033172
1889,952223.9879347337
1890,991589.2928663882
1891,320425.375931049
1892,485840.6443177835
1893,334551.1256678938
1894,1413772.9328416088
1895,321631.27635705826
1896,573741.9052995518
1897,489303.9865907529
1898,1071095.7376780382
1899,988597.1291155322
1900,317305.69412808574
1901,1104779.5157545833
1902,678197.892958743
1903,1171059.2504863383
1904,489303.9865907529
1905,662611.4641135533
1906,2199965.164354762
1907,598305.3712490015
1908,641496.2069665284
1909,995614.3668087757
1910,131600.0297632051
1911,378697.7876819753
1912,844958.1864802837
1913,806505.4812574085
1914,1350269.699868475
1915,109294.87442917384
1916,576871.0092418089
1917,1076191.646160671
1918,489303.9865907529
1919,757795.7325770202
1920,500519.66451946436
1921,944033.1968808866
1922,402629.46495084336
1923,473480.3821102883
1924,254575.8459373015
1925,489303.9865907529
1926,340773.37020694395
1927,424488.91130749526
1928,402538.9277308762
1929,1616979.6180638077
1930,555966.1359327588
1931,1182993.836967665
1932,361329.56086079933
1933,356962.554875063
1934,672201.0770958631
1935,756978.7347683759
1936,1240920.627815706
1937,489303.9865907529
1938,312578.790642831
1939,1789447.6589663366
1940,816084.1215256263
1941,489303.9865907529
1942,307063.6420754842
1943,120572.71016505396
1944,995614.3668087757
1945,1087115.2777777778
1946,401787.9908429914
1947,489303.9865907529
1948,306606.1680822162
1949,703987.0575024572
1950,1734432.3749917578
1951,452391.65644697234
1952,1038107.0923263398
1953,586499.2920880474
1954,327542.90379276965
1955,587467.4316744329
1956,407372.6196347256
1957,336688.88226596965
1958,120711.13653348353
1959,92542.04336817304
1960,346956.0083676967
1961,324109.18910732475
1962,489303.9865907529
1963,952223.9879347337
1964,403257.2037785812
1965,451693.9296861235
1966,1408901.5729242023
1967,490611.8800400813
1968,432813.8156948134
1969,54830.403952251865
1970,90202.63338601151
1971,766369.5199427854
1972,954822.5102484626
1973,489303.9865907529
1974,875104.8452766225
1975,1881535.6515337368
1976,1019276.2848591019
1977,463923.5562563
1978,878369.3384251721
1979,455947.0255816859
1980,339170.78807296796
1981,717860.9687709232
1982,944033.1968808866
1983,302930.5826707586
1984,355338.9423628931
1985,952223.9879347337
1986,330401.7288904015
1987,1689217.8660438114
1988,325838.36257013323
1989,270014.95396587293
1990,195793.22684950146
1991,950680.3127527818
1992,1098377.235577868
1993,747756.2630950068
1994,386387.7391910011
1995,323573.91259123536
1996,490611.8800400813
1997,375827.87264721567
1998,383540.3191138916
1999,489303.9865907529
2000,898227.1126044275
2001,1046144.4782507392
2002,954822.5102484626
2003,944033.1968808866
2004,93961.58822281075
2005,988597.1291155322
2006,1118526.5772344216
2007,569883.0234034939
2008,403257.2037785812
2009,1670017.1838335171
2010,323335.8175796947
2011,324109.18910732475
2012,1074094.6168668398
2013,1001774.3259031938
2014,283137.95208264416
2015,398927.57496734156
2016,489303.9865907529
2017,867414.3257429461
2018,153810.9095830921
2019,454093.90716687543
2020,2061816.762909575
2021,588016.9674217835
2022,676535.0968337089
2023,120376.44900778183
2024,608622.9281631983
2025,789437.9598979641
2026,1138214.3489360109
2027,145275.22944904954
2028,1437482.6308270767
2029,1853205.7797242613
2030,132633.71171795035
2031,1004741.5583985779
2032,1196962.5967949568
2033,785798.5705518235
2034,411070.5536453495
2035,325046.9509367045
2036,744170.0524109781
2037,327021.7732739904
2038,324109.18910732475
2039,1159993.3439687144
2040,1031981.6319536072
2041,952223.9879347337
2042,277819.6561113936
2043,140298.4969105392
2044,1486256.1806852764
2045,320534.15422929643
2046,1413493.1221983114
2047,638970.3918633495
2048,586449.2478362679
2049,489303.9865907529
2050,964447.9173383341
2051,1125315.1706598399
2052,950680.3127527818
2053,321177.50937559205
2054,530985.0910696909
2055,704942.6503091153
2056,647268.8910438976
2057,449981.2228720762
2058,579469.9517380764
2059,341854.2749892928
2060,406823.0410539056
2061,761043.8595309727
2062,406487.90479242423
2063,1057495.9415750531
2064,381942.45806969376
2065,545746.4710979597
2066,2075563.2347341478
2067,537383.4122693525
2068,1502919.384166341
2069,1128577.0873580817
2070,1244946.3757252276
2071,963495.7307437713
2072,753433.7752458398
2073,236781.67624867495
2074,317698.9550111603
2075,364059.57884511485
2076,402129.0211096302
2077,512897.3603004603
2078,648619.038732142
2079,92260.84439966876
2080,310812.1036943484
2081,321631.27635705826
2082,457468.30683877796
2083,952223.9879347337
2084,489303.9865907529
2085,308275.4653333455
2086,741507.879491616
2087,489303.9865907529
2088,321631.27635705826
2089,830420.538195857
2090,489303.9865907529
2091,956614.6578738651
2092,917144.8430583396
2093,311221.3291360564
2094,136002.16669410752
2095,432813.8156948134
2096,1155581.164139365
2097,305551.88718355866
2098,320534.15422929643
2099,312578.790642831
2100,571992.0146055489
2101,193330.70325447727
2102,409288.0161127018
2103,315979.0735211183
2104,319874.7147215714
2105,93929.56012155653
2106,954822.5102484626
2107,260146.63870001573
2108,1207692.7490492258
2109,398609.9779766888
2110,382681.2679441026
2111,820568.3929276296
2112,1074007.1070614024
2113,977741.5749567305
2114,267976.6960084765
2115,1994806.2688355865
2116,1754038.2932559073
2117,400549.82343572273
2118,325838.36257013323
2119,189324.5740823288
2120,917661.3229905149
2121,904129.2339133072
2122,273054.9337695649
2123,491275.8262994534
2124,1040421.0355901887
2125,1352986.9102897209
2126,306532.37604521366
2127,198696.72809630237
2128,995614.3668087757
2129,461654.24494838336
2130,640034.5099318881
2131,949402.4493775199
2132,459875.8999025096
2133,1192016.3073299474
2134,1591591.7080417955
2135,278245.76436792896
2136,797473.3782464701
2137,402129.0211096302
2138,952223.9879347337
2139,321631.27635705826
2140,778546.4165753173
2141,613074.69164037
2142,478721.07476306794
2143,196402.66159461808
2144,398825.34674614086
2145,481898.97642011626
2146,460525.8508079792
2147,322761.07093216624
2148,489303.9865907529
2149,453404.2066985792
2150,677490.9201018761
2151,1775135.2854037692
2152,1197991.57469288
2153,916350.2846877994
2154,822020.8386224505
2155,1323886.556002455
2156,928910.9568066726
2157,120088.91610884672
2158,687442.2342067878
2159,952223.9879347337
2160,489303.9865907529
2161,96281.68967881644
2162,431748.7288973279
2163,1750680.0963140607
2164,526354.5864612658
2165,952223.9879347337
2166,306225.4906779803
2167,1285372.2222222222
2168,944033.1968808866
2169,1956493.516300279
2170,489303.9865907529
2171,1278960.0186512647
2172,1099230.6064260944
2173,1342897.5877573446
2174,333462.3380425305
2175,154222.02324175517
2176,829010.7534793875
2177,952223.9879347337
2178,489303.9865907529
2179,96410.1854475875
2180,337079.6844110797
2181,1426335.1216931595
2182,814788.2236673445
2183,357498.9019614438
2184,317512.5598040266
2185,1070214.2026075714
2186,1870656.7274483386
2187,489303.9865907529
2188,123211.20765563958
2189,55064.471666019985
2190,95973.21976659278
2191,942489.5216989346
2192,1330056.8232493897
2193,705659.3501902042
2194,1883533.1498609036
2195,954822.5102484626
2196,425742.432843215
2197,1875337.265572496
2198,489303.9865907529
2199,131872.11923832158
2200,1783039.4323579147
2201,1825774.141037432
2202,489303.9865907529
2203,615465.9395744653
2204,1381819.8087765544
2205,932130.83335662
2206,563379.5623003587
2207,546849.7531584551
2208,481285.4463349001
2209,320534.15422929643
2210,280737.93567589746
2211,313903.4952958526
2212,489303.9865907529
2213,714986.9807840674
2214,194463.5553912127
2215,1186497.1733153383
2216,499655.44343623315
2217,351686.3003779411
2218,321631.27635705826
2219,1428687.8055640084
2220,604553.9206855751
2221,490611.8800400813
2222,399620.5146613128
2223,386535.68250988977
2224,280786.98696888844
2225,327341.7397896516
2226,542507.4130073165
2227,295242.2603978899
2228,319856.59036514786
2229,319976.0181069264
2230,981481.9869901648
2231,1197052.200406764
2232,485264.81513815327
2233,497043.73771217273
2234,380413.42880518705
2235,1444617.2859816009
2236,954822.5102484626
2237,620435.7986828621
2238,1023584.6648191384
2239,585859.225816463
2240,134215.6703628203
2241,429869.9439027374
2242,475326.32868251094
2243,346165.27952536015
2244,530785.0075369355
2245,829234.2613158606
2246,400549.82343572273
2247,451423.9789504062
2248,536121.3103663534
2249,482609.917294021
2250,325838.36257013323
2251,1278866.63188917
2252,102755.00994967922
2253,1040954.4933119619
2254,356485.6951233804
2255,1195105.9978829087
2256,643258.6520704846
2257,344015.4322012875
2258,1727175.797277349
2259,453498.9174256575
2260,407297.9764567519
2261,950680.3127527818
2262,400549.82343572273
2263,507363.9820595528
2264,1188195.55837197
2265,1590671.9973308595
2266,1233363.8645408947
2267,1022945.2806224255
2268,871331.8193058809
2269,732133.6871895608
2270,120675.43752450444
2271,1930605.1700556967
2272,797244.6544241048
2273,308013.9471903151
2274,380733.93190114305
2275,914632.7034337926
2276,1180231.034579107
2277,227498.54090421443
2278,455004.80313733115
2279,1192101.8063398246
2280,112653.72991383255
2281,1079268.1426232161
2282,952223.9879347337
2283,489303.9865907529
2284,1076536.7995058903
2285,1504538.871104694
2286,880760.2366132514
2287,94165.99022134393
2288,1551742.0707292622
2289,862407.7945666331
2290,891808.4524607463
2291,321631.27635705826
2292,520295.3008127865
2293,312578.790642831
2294,1189698.769938414
2295,668270.7109728897
2296,318768.9551500915
2297,730503.2763990029
2298,504190.5720751849
2299,133181.988408075
2300,94925.59731049438
2301,325178.9230624083
2302,419850.34513221006
2303,1383309.0910029202
2304,1250391.5443956784
2305,686896.4566297058
2306,1000099.6882220343
2307,609451.2922752666
2308,688480.8522009482
2309,1018464.1424566815
2310,321881.9283363958
2311,155013.14677145964
2312,489303.9865907529
2313,1702656.166458501
2314,1551588.200465892
2315,455812.0396509549
2316,708695.6762578386
2317,431195.91142097604
2318,560839.2830366394
2319,489517.20187196083
2320,476102.2667168525
2321,556554.7795392262
2322,148505.55773107285
2323,334758.49212235596
2324,843854.3515996793
2325,427009.0397589444
2326,1852704.7267940736
2327,1374734.0356291228
2328,345544.8345200289
2329,402129.0211096302
2330,94447.72185656117
2331,1371553.157908504
2332,324274.0138028556
2333,659001.9519605287
2334,916734.9824194902
2335,2013600.1937290493
2336,1416861.3689291826
2337,359944.18666956254
2338,952223.9879347337
2339,1104559.655546581
2340,956049.5652494152
2341,95688.68563029694
2342,329072.910495965
2343,643245.1908667294
2344,343541.9213888508
2345,451423.9789504062
2346,97198.95569512674
2347,1423297.4649620452
2348,356485.6951233804
2349,1207221.0134131983
2350,1605306.9292529686
2351,783434.7963501428
2352,1175428.2207718755
2353,1200580.5066821259
2354,1247156.3188163447
2355,399620.5146613128
2356,310739.4622582887
2357,1757757.882654747
2358,949402.4493775199
2359,92542.04336817304
2360,1565688.3896421394
2361,287862.6381115785
2362,441828.60390389257
2363,1273475.5070951052
2364,395044.67572148325
2365,1134617.0485344713
2366,321631.27635705826
2367,148242.98668303576
2368,944033.1968808866
2369,944033.1968808866
2370,1146936.440814002
2371,309194.23532266053
2372,532284.6596378053
2373,403567.0745322508
2374,378927.376328734
2375,1526199.397791165
2376,952223.9879347337
2377,426241.01427909354
2378,526007.171373174
2379,238967.5569953148
2380,489303.9865907529
2381,327940.09223337827
2382,960042.773962659
2383,188013.60581622284
2384,1559299.6692333522
2385,382197.31911482394
2386,319874.7147215714
2387,738905.9103380049
2388,1236111.4569772074
2389,543140.4676760692
2390,679166.6237809898
2391,317185.3051443254
2392,1457428.9334281108
2393,524223.97443984577
2394,275562.86958145763
2395,369286.7536398603
2396,360240.9090167388
2397,954822.5102484626
2398,400549.82343572273
2399,435997.8012565028
2400,952223.9879347337
2401,950680.3127527818
2402,1796667.792625715
2403,328675.70837611443
2404,371097.31935364223
2405,360693.19806902716
2406,953278.8350665106
2407,343227.35519861267
2408,915991.202543662
2409,514897.9923908617
2410,823004.4793240594
2411,513510.18941958324
2412,741916.5446234322
2413,731670.4578942256
2414,491724.53586694755
2415,399620.5146613128
2416,759938.1310249354
2417,441987.6966558497
2418,327542.90379276965
2419,489303.9865907529
2420,1226047.2176296378
2421,328811.50416109373
2422,327981.1318404186
2423,363669.70935455733
2424,878030.3771125926
2425,647074.3974475213
2426,910322.1845417924
2427,1343922.222222222
2428,367587.58872069954
2429,1169758.8561406208
2430,319373.09048871795
2431,453055.1038769566
2432,1720351.2125380307
2433,405087.2663556367
2434,89936.19176542488
2435,505199.8049834387
2436,677601.7195393067
2437,950680.3127527818
2438,803467.945324883
2439,1310229.678569375
2440,777577.4057519115
2441,898227.1126044275
2442,432813.8156948134
2443,1020840.3545251553
2444,577880.6719297498
2445,1206012.3643515639
2446,461668.47457475483
2447,995614.3668087757
2448,1424032.876099731
2449,944033.1968808866
2450,1186673.3232123328
2451,669924.5101382657
2452,462059.1914888652
2453,606801.6822681678
2454,344175.7369157178
2455,193127.5353075548
2456,952223.9879347337
2457,1099106.6884368637
2458,349973.6640937523
2459,91272.45205529818
2460,325838.36257013323
2461,703987.0575024572
2462,489303.9865907529
2463,937869.134077675
2464,621704.8801220335
2465,366597.3835884644
2466,2004318.656864916
2467,360283.49630469986
2468,627916.7413954241
2469,1167392.7260001001
2470,1151385.7516148156
2471,950680.3127527818
2472,324140.69022021315
2473,301130.05224561266
2474,2088479.1569487953
2475,314510.79567481554
2476,588786.053083898
2477,668259.4805408481
2478,229629.85512399615
2479,1776973.8198930908
2480,434494.3187946508
2481,879330.1806686767
2482,294738.4566360686
2483,466576.39874182484
2484,685981.6518250607
2485,952223.9879347337
2486,326203.58396572387
2487,331763.01141488855
2488,1364873.4805623025
2489,489303.9865907529
2490,118956.45020480893
2491,341329.71483353357
2492,448810.6056865619
2493,1633079.3773129645
2494,942489.5216989346
2495,440945.7601670606
2496,1274786.597166155
2497,808032.2672808224
2498,1131070.7905643757
2499,919714.1473494029
2500,326991.2697782721
2501,997149.3613818258
2502,1516150.0
2503,1222924.2894492152
2504,1690132.8448555036
2505,105450.52146761026
2506,1003197.883216626
2507,751305.6675916105
2508,1504089.3783240414
2509,1109541.9779770016
2510,489303.9865907529
2511,952223.9879347337
2512,1188044.1153429532
2513,803460.386708101
2514,847415.5490801501
2515,950680.3127527818
2516,373464.61119260965
2517,954822.5102484626
2518,1496572.2357591868
2519,1351368.518946227
2520,429984.216883326
2521,323847.9527052029
2522,816927.8212508342
2523,491880.9171048438
2524,1768813.3306691991
2525,176356.24488502232
2526,339609.88508612715
2527,1347391.850886447
2528,1979496.6135904212
2529,650190.7026813218
2530,320736.7946596343
2531,642257.4568029898
2532,708921.2539189549
2533,489303.9865907529
2534,310821.5283373555
2535,1461500.0
2536,333586.99221011606
2537,450520.8826990176
2538,543179.0934128009
2539,944033.1968808866
2540,370578.0267374723
2541,133181.988408075
2542,494957.8256606993
2543,282032.6609345786
2544,399620.5146613128
2545,1410090.8928337726
2546,1132712.641472635
2547,325838.36257013323
2548,489303.9865907529
2549,354269.14235071384
2550,1228980.595518298
2551,94349.27291342185
2552,406739.19602511346
2553,954822.5102484626
2554,455626.6531926668
2555,860964.1804700575
2556,144724.96674988364
2557,954822.5102484626
2558,149904.84858643077
2559,615992.2191837834
2560,466388.8467255726
2561,857358.5549822629
2562,513956.6598004502
2563,1175845.9554068998
2564,1724308.2432004977
2565,685993.4906192785
2566,394034.13903685927
2567,1135740.9804221506
2568,103743.65708191363
2569,407372.6196347256
2570,733648.1276304721
2571,643432.3648260473
2572,975383.2236706928
2573,950680.3127527818
2574,356485.6951233804
2575,787777.825150098
2576,505199.8049834387
2577,402426.25592370017
2578,1354033.2390359356
2579,345410.5660003911
2580,1152938.9668566415
2581,344386.41277308797
2582,571666.2304912576
2583,1128658.5020332262
2584,94165.99022134393
2585,944033.1968808866
2586,1535966.3807761522
2587,1248689.4073891854
2588,1328336.9863636624
2589,953278.8350665106
2590,456895.6520219996
2591,351697.11140007287
2592,455626.6531926668
2593,950680.3127527818
2594,1106089.9915248838
2595,402771.897366777
2596,1015933.7019268298
2597,478879.17463395523
2598,367805.8179702839
